Primary Key,Start,End,Length of Placement - Days,Distance,Inside or Outside District,Placement Provision,Placement Type,Change Reason
1417,30/08/2023,12/02/2024,841,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1432,12/02/2024,11/03/2024,675,,IN,PR1 - Own provision by LA,Fostering – long term,Change to/Implementation of Care Plan
1433,12/02/2024,11/03/2024,675,,IN,PR1 - Own provision by LA,Fostering – long term,Change to/Implementation of Care Plan
1468,22/11/2023,03/08/2025,757,,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Change to/Implementation of Care Plan
1493,04/10/2024,24/02/2025,440,,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Change to/Implementation of Care Plan
1495,23/05/2023,26/02/2024,940,,IN,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1496,23/05/2023,26/02/2024,940,,IN,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1498,28/12/2023,15/07/2024,721,,IN,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1499,17/10/2023,28/12/2023,793,,IN,PR4 - Private Provision,Mother And Baby Unit,Change to/Implementation of Care Plan
1502,24/12/2023,29/04/2024,725,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Change to/Implementation of Care Plan
1507,03/10/2024,02/10/2025,441,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1510,20/12/2024,27/11/2025,363,,IN,PR1 - Own provision by LA,Kinship - short term,Change to/Implementation of Care Plan
1514,25/06/2023,16/11/2023,907,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) with former foster carers,Change to/Implementation of Care Plan
1518,04/10/2023,24/11/2023,806,,IN,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1521,18/03/2024,23/05/2024,640,,IN,PR1 - Own provision by LA,Kinship - short term,Change to/Implementation of Care Plan
1543,27/07/2023,14/11/2023,875,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Change to/Implementation of Care Plan
1553,09/08/2023,04/12/2023,862,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1554,21/08/2023,04/01/2024,850,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Change to/Implementation of Care Plan
1556,23/09/2024,10/10/2024,451,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1558,25/03/2024,22/04/2024,633,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1560,22/04/2024,14/02/2025,605,,IN,PR1 - Own provision by LA,Kinship - short term,Change to/Implementation of Care Plan
1586,30/08/2023,12/02/2024,841,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1597,10/06/2024,25/02/2025,556,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1603,17/02/2025,26/02/2025,304,,IN,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1619,27/10/2024,29/01/2025,417,,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Change to/Implementation of Care Plan
1620,24/10/2024,27/10/2024,420,,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Change to/Implementation of Care Plan
1621,27/10/2024,29/01/2025,417,,IN,PR2 - Other LA provision,Placed for Adoption (with consent) with former foster carers,Change to/Implementation of Care Plan
1637,15/03/2024,08/07/2024,643,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1638,28/07/2023,01/08/2023,874,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1639,08/07/2025,09/07/2025,163,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1640,09/07/2025,15/08/2025,162,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1641,31/08/2023,13/09/2023,840,,OUT,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1643,01/08/2023,31/08/2023,870,,OUT,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1652,23/03/2024,28/03/2025,635,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1659,22/01/2024,03/09/2024,696,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1663,24/07/2023,08/07/2024,878,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1664,24/07/2023,08/07/2024,878,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1673,01/12/2023,15/12/2023,748,,OUT,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1674,15/12/2023,08/01/2024,734,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1701,07/09/2023,21/03/2024,833,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Change to/Implementation of Care Plan
1717,15/07/2024,28/01/2025,521,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) with former foster carers,Change to/Implementation of Care Plan
1741,04/11/2024,07/05/2025,409,,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Change to/Implementation of Care Plan
1744,26/10/2023,20/11/2023,784,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Change to/Implementation of Care Plan
1752,04/03/2024,27/09/2024,654,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1757,08/06/2024,03/04/2025,558,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1758,13/11/2023,15/05/2024,766,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1760,17/01/2024,30/05/2024,701,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1761,24/07/2023,29/01/2024,878,,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1782,10/01/2025,30/01/2025,342,,IN,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1785,30/01/2025,25/06/2025,322,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1786,30/01/2025,25/06/2025,322,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1789,10/01/2025,30/01/2025,342,,IN,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1790,25/06/2025,21/10/2025,176,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1798,20/04/2023,06/10/2023,973,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1807,09/11/2023,14/11/2024,770,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1828,27/06/2024,12/08/2024,539,,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Change to/Implementation of Care Plan
1836,11/04/2023,06/06/2023,982,,IN,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1837,11/04/2023,31/05/2023,982,,IN,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1848,29/02/2024,21/01/2025,658,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1855,12/02/2025,09/08/2025,309,,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Change to/Implementation of Care Plan
1857,13/08/2024,22/08/2024,492,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1861,11/07/2024,02/10/2024,525,,IN,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) with former foster carers,Change to/Implementation of Care Plan
1863,27/03/2025,23/10/2025,266,,IN,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1869,09/05/2023,10/07/2023,954,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Change to/Implementation of Care Plan
1870,09/05/2023,10/07/2023,954,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Change to/Implementation of Care Plan
1876,22/04/2024,14/02/2025,605,,IN,PR1 - Own provision by LA,Kinship - short term,Change to/Implementation of Care Plan
1877,25/03/2024,22/04/2024,633,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1878,01/12/2023,15/12/2023,748,,OUT,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
1880,15/12/2023,03/05/2024,734,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1885,20/05/2024,03/04/2025,577,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1917,04/03/2024,08/10/2024,654,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1921,04/03/2024,27/09/2024,654,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1926,16/06/2023,13/11/2023,916,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
1929,06/08/2024,09/10/2024,499,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Change to/Implementation of Care Plan
1931,30/05/2023,21/11/2025,933,,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Change to/Implementation of Care Plan
1961,01/04/2024,01/04/2025,626,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1969,02/11/2023,26/03/2024,777,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1973,27/03/2024,02/08/2024,631,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1987,13/11/2023,05/07/2024,766,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
1990,08/07/2024,14/10/2024,528,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Change to/Implementation of Care Plan
1995,11/06/2024,25/07/2024,555,,IN,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
2002,29/11/2023,30/04/2024,750,,OUT,PR1 - Own provision by LA,Placed for Adoption (with consent) with former foster carers,Change to/Implementation of Care Plan
2008,25/03/2024,31/03/2025,633,,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
2010,13/07/2023,25/03/2024,889,,OUT,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
2017,10/11/2023,20/11/2023,769,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Change to/Implementation of Care Plan
2019,15/08/2025,24/11/2025,125,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) with former foster carers,Change to/Implementation of Care Plan
2034,22/07/2024,31/10/2024,514,,IN,PR4 - Private Provision,Semi-independent supported accommodation,Change to/Implementation of Care Plan
2042,21/09/2024,19/05/2025,453,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (placement order) not with former foster carers,Change to/Implementation of Care Plan
2048,12/07/2024,11/12/2024,524,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
2052,22/03/2024,15/07/2024,636,,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Change to/Implementation of Care Plan
2063,19/04/2024,23/07/2024,608,,IN,PR1 - Own provision by LA,Kinship - short term,Change to/Implementation of Care Plan
2068,28/03/2025,05/06/2025,265,,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Change to/Implementation of Care Plan
2075,17/01/2024,17/01/2025,701,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
2104,02/03/2025,19/09/2025,291,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
2114,12/08/2024,09/01/2025,493,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
2115,10/10/2023,12/08/2024,800,,OUT,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
2130,08/11/2024,12/03/2025,405,,IN,PR1 - Own provision by LA,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
2146,13/05/2024,21/11/2024,584,,OUT,PR5 - Voluntary/Third Sector Provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
2160,08/08/2024,02/01/2025,497,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
2224,28/06/2024,06/01/2025,538,,OUT,PR2 - Other LA provision,Placed for Adoption (with consent) not with former foster carers,Change to/Implementation of Care Plan
2240,28/07/2023,01/08/2023,874,,OUT,PR1 - Own provision by LA,Fostering – short term,Change to/Implementation of Care Plan
2242,01/08/2023,12/11/2024,870,,OUT,PR4 - Private Provision,Fostering – short term,Change to/Implementation of Care Plan
